database	gs_name	gs_description	size	ES	mean_rank_metric	median_rank_metric	rank_shift_z	p_up	p_down	pvalue	padj	direction	leadingEdge	term_upper	biology_axis	term_caution_reason	has_term_caution	reporting_tier
GO_BP	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle. [GOC:dph, GOC:go_curators, GOC:tb]	233	-0.3300531326608134	-0.2704279868475795	-0.368790267478398	-0.3109880826768214	0.99999958933335	4.1068107442233444e-07	4.1068107442233444e-07	5.393445178755971e-05	down_in_late	ACVR1,CACNB4,OVOL1,CHMP4C,RBM46,IL10,BRINP3,ZFP36L2,IER3,CDKN2B,SLFN11,BRCA1,TPR,MAD1L1,DCUN1D3,SPC25,NABP1,CDKN1A,AURKB,CDKN1C,TNF,HUS1B,MRNIP,CTDSP2,MSH2,MAD2L1BP,BRSK1,ATR,GAS1,GFI1B,BUB1,CHFR,PLK1,DYNLRB1,GTPBP4,EME1,RAD9A,ZFYVE19,BCL6,GPR132,ZWINT,RINT1,PRKDC,MTBP,XRCC3,CCNB1,TP53,ZNF207,BRD7,TOM1L2,CENPF,CDK2,ZC3H12D,TRIM35,DBF4,DGKZ,DONSON,CDK1,CDK5RAP3,STK35,TFDP3,MIR26A1,TAOK2,FZR1,KNTC1,ZFP36L1,TAOK1,NBN,JADE1,USP44,FBXO5,CCL2,RPA2,CDK2AP2,CDC14B,DUSP1,CRLF3,ZW10,EME2,NUF2,BMP4,TICRR,LCMT1,CHEK1,DYNLL1,MEIOC,SKA1,DLG1,PLK3,INCENP,PKMYT1,BABAM1,NLE1,MYO16,RAD21,TEX14,PKD2,SPDL1,TTK,KLHL22,BTG3,BUB1B,HASPIN,MDC1,INHBA,SCRIB,DYNC1LI1,DYNC1H1,KLF4,VPS4A,TIPIN,XPC,E2F7,PTPN3,ZNF830,NAE1,CTDSP1,CDC7,CLSPN,PSMG2,PRMT2,MRE11,GEN1,RBL1,CHEK2,UIMC1,DYNC1I2,PRAP1,BMP7,EZH2,CTDSPL,GIGYF2,MBTPS2,NEK11,TRIAP1,RBL2,PINX1,CDKN1B,DTL,ZNF655,BLM,ANGEL2	GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	cell_cycle_DNA_repair	.	False	interpretable_FDR025
GO_BP	GOBP_T_CELL_MEDIATED_IMMUNITY	Any process involved in the carrying out of an immune response by a T cell. [GO_REF:0000022, GOC:add, ISBN:0781735149]	132	-0.4295586482259442	-0.3828254881755486	-0.427839512936508	-0.4353148060627224	0.9999995825867488	4.1743274850462963e-07	4.1743274850462963e-07	5.393445178755971e-05	down_in_late	IL4I1,SLAMF1,NECTIN2,IL23A,ARG1,CD1A,IL1B,DUSP22,PVR,IFNB1,NLRP3,MICA,EMP2,FCGR2B,CD7,ZP3,AZGP1,GZMM,XCL1,MR1,CD81,TBX21,RIPK3,HFE,AHR,CADM1,SMAD7,HPRT1,CD55,FOXP3,CYRIB,SLC22A13,TRAF6,TRAF2,RAET1G,RAET1L,ULBP2,PPP3CB,RAET1E,KLRC1,ZBTB1,HSPD1,IL1R1,IL6,AGER,RSAD2,CD1C,PDCD1,FUT7,KLHL22,RAB27A,SECTM1,AIRE,TNFSF4,IL12A,ULBP1,NCKAP1L,IL18,ULBP3,PRF1,CR1,HLA-G,P2RX7,C4BPA,IL18R1,FBXO38,DENND1B,BTLA,CD70,MYO1G,CD1D,MAP3K7,RFTN1,IL20RB,CD46	GOBP_T_CELL_MEDIATED_IMMUNITY	immune_antigen_T_NK	.	False	interpretable_FDR025
GO_BP	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of exogenous origin on its cell surface in association with an MHC protein complex. [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]	51	-0.5641732787475549	-0.6561182730456344	-0.726714608262086	-0.7376133097346248	0.9999995370676228	4.629670745747618e-07	4.629670745747618e-07	5.832227721955562e-05	down_in_late	CTSL,CD1A,IFI30,FCGR2B,UNC93B1,MR1,FCGR1A,FCER1G,CTSE,TRAF6,MFSD6,IKBKB,CD1C,DNM2,CLEC4A,CTSD,HLA-DQB2,AP3D1,HLA-DRB5,HLA-G,LGMN,HLA-DQA2,CD1D,AP3B1,PIKFYVE	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	immune_antigen_T_NK	.	False	interpretable_FDR025
GO_BP	GOBP_LEUKOCYTE_PROLIFERATION	The expansion of a leukocyte population by cell division. [GOC:add]	315	-0.3514938528890457	-0.2566310599982398	-0.271667929390436	-0.2957268296444417	0.9999994918496772	5.081655336589079e-07	5.081655336589079e-07	6.245478351481066e-05	down_in_late	ENPP3,ERBB2,IL4I1,GAL,SLAMF1,PNP,IL10,IGFBP2,MZB1,IGF2,PRKCD,IL34,MYD88,IL23A,ARG1,LILRB2,LST1,SOX11,TNFRSF21,IL5RA,MAD1L1,ATAD5,DNAJA3,ICOSLG,CSF1R,CDKN1A,IL1B,VSIR,EPHB2,IL2RA,SOS2,IFNB1,ARMC5,IMPDH2,EMP2,PLA2G5,FCGR2B,ZP3,RIPK2,BST2,NCK2,TICAM1,IHH,CD300A,EBI3,PTPN22,XCL1,PCYT1A,ELF4,TBK1,CD81,WNT4,SLC11A1,TMEM131L,GREM1,NMB,LMO1,RAG2,TNFSF13,VAV3,BAX,IL27,EFNB1,FLT3LG,TCF3,PLA2G2F,BCL6,SPTA1,TNFSF13B,TFRC,RIPK3,PRKCQ,AHR,CD6,EPO,CADM1,HPRT1,CD55,TNFSF14,NPR3,CTPS1,NCK1,LGALS3,GNRH1,GLMN,PYCARD,CASP3,MSN,FOXP3,GBA1,PLCL2,PRNP,FKBP1B,TRAF6,BTK,ZBTB7B,CLU,SHH,F2RL1,CD24,CD209,PPP3CB,CD151,MARCHF7,ZNHIT1,FOXJ1,CDKN2A,CSF1,TNFAIP3,IMPDH1,IL27RA,TNFRSF4,PTK2,BMP4,IL5,HES1,CCND3,ALKBH5,PRDX2,HELLS,TYROBP,SHB,DLG1,HSPD1,HAVCR2,NCSTN,IL6,LGALS9,ADA,CHRNB2,AGER,NR5A2,TCIRG1,MNDA,CD79A,TGFB1,ARG2,DLG5,DOCK2,RC3H1,CD276,IL33,FOSL2,TREM2,SOS1,TNFSF11,CD4,TIRAP,PTPN11,TNFSF4,IL12A,SCRIB,DOCK8,CEBPB,NCKAP1L,IGF1,CSF2RA,CSF2RB,IL18,VAV1,VTCN1,MAPK8IP1,ZAP70,IRF1,LEF1,DHPS,CD86,CR1,PRKAR1A,CD40LG,CD40,CCL8,IL7,HLA-G,LEP,P2RX7,VSIG4,AIF1,PKN1,TNFSF18,MEF2C,MPL,BTLA,CD70,IL2RB,CD1D,STAT5A,AZI2,IL20RB,CTNNB1,ZNF335,IL21,ICAM3,ANXA1,JAK2,TNFSF8,CD46,GSTP1,LMBR1L,CBLB,PELI1,PLA2G2D,TNFSF9	GOBP_LEUKOCYTE_PROLIFERATION	immune_antigen_T_NK	.	False	interpretable_FDR025
REACTOME	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	Antigen processing-Cross presentation	97	-0.4391447264852482	-0.4185656045258097	-0.518219015556248	-0.4748481720785124	0.9999971046701024	2.895476048944835e-06	2.895476048944835e-06	6.575532704700529e-05	down_in_late	FGB,TLR2,PSMD11,CD14,PSMC4,PSMD8,MYD88,S100A1,FGA,CTSL,S100A8,CD36,PSMA1,ITGAV,NCF4,PSMD3,CHUK,TLR1,PSMA3,NCF1,FCGR1A,CYBA,PDIA3,NCF2,BTK,PSMA2,PSMD1,TLR6,PSME2,S100A9,MRC1,IKBKB,SEC61A1,IKBKG,PSMD14,PSMB3,SEC61A2,STX4,PSMB6,TIRAP,PSMB5,ITGB5,CD207,HLA-G,PSMD6,PSMA4,LY96,PSMB4,PSMA7,PSMD2,FCGR1BP,VAMP8,UBB,PSMC1,PSMB1,PSMD13,PSMB8,TAPBP,CTSV,UBC,PSMA6	REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	immune_antigen_T_NK	.	False	interpretable_FDR025
REACTOME	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	Antigen processing: Ubiquitination & Proteasome degradation	287	-0.3136756084056522	-0.2209030125352843	-0.247028211181356	-0.2562068134379971	0.9999967039096944	3.2961862177943e-06	3.2961862177943e-06	7.270530950849276e-05	down_in_late	ANAPC1,FBXL16,FBXO11,PSMD11,ANAPC11,FBXW10,CUL1,SOCS1,ZNRF2,PSMC4,FBXO10,PSMD8,HECW2,VHL,KCTD7,FBXW12,RNF19A,MGRN1,SIAH1,FBXO27,UBE2Z,PRKN,FBXW11,TRIM11,TRIM4,SKP1,TRIM71,ZNRF1,LRR1,HUWE1,ANAPC2,TRIM36,UBE2D2,PSMA1,RNF144B,BLMH,WSB1,CUL7,AREL1,FBXW9,FBXO32,KLHL3,UBE2G2,SOCS3,ASB13,ELOC,RNF182,NPEPPS,SPSB4,FBXO9,ASB11,KCTD6,FBXO30,SIAH2,PSMD3,RNF41,RNF220,UBE3C,RNF4,FBXO22,RNF115,FBXL19,SMURF1,WWP1,HECTD1,PSMA3,GLMN,CCNF,UBE2Q2,UBE2Q1,TRIM9,UBE2V2,RNF213,UNKL,RNF14,STUB1,UBE2O,FBXW8,RNF34,UBR1,BTRC,FZR1,LONRF1,KLHL2,LNX1,HERC4,FBXW5,PSMA2,ANAPC5,UBE2J2,HERC2,RNF123,UBE2H,PSMD1,UBE3B,DCAF1,UBA7,UBE2U,RNF130,FBXO41,FBXO6,RCHY1,FBXO21,UBA1,UBE2D3,TRIP12,CUL3,UBE2V1,RBX1,CDC34,HECTD2,CDC26,ASB16,UBOX5,FBXL13,DZIP3,ASB8,RNF114,SMURF2,UBE3D,UBE2B,PJA1,PSMD14,RNF217,PSMB3,FBXL22,ANAPC7,UBE2W,HERC5,ASB7,PSMB6,NEDD4,KLHL22,UBE2D1,UBE2E2,ASB6,PSMB5,ARIH2,RNF6,UBE2E3,TRIM41,UBE2E1,HACE1,UBE3A,THOP1,KLHL9,RNF19B,CDC23,TRAIP,FBXL20,HERC6,UBE2R2,TRAF7,ASB17,ZBTB16,SPSB2,HERC3,ASB10,FBXL5,MYLIP,CUL2,UBAC1,PSMD6,ATG7,FBXO4,PSMA4,TRIM21,UBE4A,KLHL20,CDC16,ASB9,FBXL8,RNF7,KLHL21,UBE2S,PSMB4,UBR4,ASB14,LMO7,PSMA7,UBE2A,RNF111,GAN,UBE2J1,FBXO31,PSMD2,RNF126,UBB,FBXL18,PSMC1,PSMB1,RBBP6,RBCK1,CBLB,FBXO17,PSMD13,ASB2,BTBD6,FBXL15,RLIM,UBE2F,UBA3,MKRN1,CUL5,LRRC41,TRIM69,SH3RF1,KLHL5,ANAPC10,UBC,PSMA6	REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	immune_antigen_T_NK	.	False	interpretable_FDR025
REACTOME	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	Pre-NOTCH Expression and Processing	109	-0.3787490904468746	-0.3673238840727028	-0.399662150928395	-0.418167951172162	0.99999667940185	3.3207553124204275e-06	3.3207553124204275e-06	7.270530950849276e-05	down_in_late	MAML3,LFNG,ST3GAL6,NOTCH2NLA,POFUT1,H2BC26,H2BC4,TNRC6A,NOTCH4,H2AX,H3C7,H2AC19,NOTCH2NLR,H2BC14,H4C12,SEL1L,E2F3,TP53,CREBBP,ST3GAL3,MAML1,H2BC13,SNW1,MIR200B,ELF3,H3-3B,MOV10,H3C13,EP300,H2AJ,H3C11,E2F1,H2AC7,H3C12,H2AC18,AGO4,SIRT6,ATP2A2,H4C16,H2BC8,ATP2A1,H3C3,H2BC17,H4C3,H2BC6,H4C14,H4C8,H4C9,AGO2,H3-3A,H3C15,TMED2,H2BC11,TFDP2,H3C14,H3C8,H4C15,B4GALT1,H4C13,H3C2,H2BC9,H2AC14,H2AC20,NOTCH1,H2AC6,H4C11,H2BC5,NOTCH2NLC,POGLUT1,AGO1	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	development_Notch_TGF_WNT	.	False	interpretable_FDR025
REACTOME	REACTOME_NEDDYLATION	Neddylation	225	-0.3154621368667937	-0.2454900134811924	-0.352392172078221	-0.2834033367536817	0.9999966289506328	3.371160149937807e-06	3.371160149937807e-06	7.270530950849276e-05	down_in_late	FBXL16,FBXO11,PSMD11,FBXW10,CUL1,PSMC4,FBXO10,PSMD8,BRCA1,VHL,KCTD7,FBXW12,CISH,DCUN1D3,FBXO27,HIF1A,HIF3A,FBXW11,CDKN1A,PALB2,DCAF5,SKP1,LRR1,UBE2D2,COMMD1,PSMA1,WSB1,CUL7,FBXW9,CCDC8,FBXO32,KLHL3,COPS5,DDB1,SOCS3,ASB13,AMER1,ELOC,COMMD8,COP1,NFE2L2,SPSB4,FBXO9,DCAF13,ASB11,KCTD6,FBXO30,PSMD3,DCUN1D5,SOCS2,RBBP5,FBXO22,FBXL19,COPS6,NPLOC4,PSMA3,CCNF,DDB2,DCAF6,FBXW8,DCUN1D2,DCAF4,VCP,BTRC,PUM2,KLHL2,DCAF8,DCAF11,FBXW5,COPS7A,PSMA2,GPS1,PSMD1,FBXO41,FBXO6,DCAF10,FBXO21,UBE2D3,CUL3,RBX1,SQSTM1,CAND1,ASB16,FBXL13,COPS3,ASB8,DCUN1D4,ANKRD9,CCDC22,SPSB3,PSMD14,FEM1C,PSMB3,FBXL22,FEM1A,SOCS5,ASB7,PSMB6,KLHL22,UBE2D1,COMMD5,ASB6,PSMB5,RBBP7,KLHL9,EPAS1,WDTC1,DPP3,FBXL20,COMMD10,ASB17,COPS7B,ZBTB16,SPSB2,NAE1,ASB10,NEDD8,FBXL5,CUL2,PSMD6,FBXO4,UFD1,PSMA4,UBXN7,COMMD7,CUL4A,DDA1,KLHL20,ASB9,FBXL8,FEM1B,RNF7,KLHL21,PSMB4,ASB14,LMO7,PSMA7,DTL,GAN,FBXO31,PSMD2,COMMD9,UBB,FBXL18,PSMC1,PSMB1	REACTOME_NEDDYLATION	other	.	False	interpretable_FDR025
REACTOME	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	Transcriptional regulation by RUNX3	86	-0.4424853076318646	-0.4065643035816008	-0.559015818256536	-0.4615731223208864	0.9999963622521508	3.637940982280316e-06	3.637940982280316e-06	7.532677798603947e-05	down_in_late	MAML3,PSMD11,PSMC4,PSMD8,YAP1,CDKN1A,PSMA1,SRC,TEAD2,SPP1,TEAD4,PSMD3,TP53,SMURF1,CREBBP,PSMA3,MAML1,FOXO3,SNW1,HDAC4,PSMA2,PSMD1,EP300,CDKN2A,BRD2,HES1,TCF7L1,SMURF2,TCF7,PSMD14,PSMB3,TGFB1,PSMB6,PSMB5,ZFHX3,LEF1,TEAD3,PSMD6,PSMA4	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	other	.	False	interpretable_FDR025
GO_BP	GOBP_RECOMBINATIONAL_REPAIR	A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region. [GOC:elh]	190	-0.3885889084000884	-0.2824992754297163	-0.3249876506624195	-0.3243405481563119	0.9999993194755205	6.805504691261928e-07	6.805504691261928e-07	8.061648624897736e-05	down_in_late	UBQLN4,RAD51D,RNF8,FUS,KDM4D,BRCA1,RIF1,NABP1,LIG3,PALB2,NSMCE2,HUS1B,TOP3A,MRNIP,CTBP1-DT,PARP1,H2AX,PIAS4,TP53BP1,FEN1,SLX4,SHLD2,MCM4,ERCC6,PLK1,RAD52,POLQ,ERCC4,CHD4,XRCC3,CREBBP,ACTB,XRCC2,MCM3,REC8,AUNIP,MEAF6,RAD51B,HDGFL2,SWSAP1,OOEP,MCMDC2,RAD54B,POGZ,RPA4,BRD8,CSNK2A1,NBN,NUCKS1,RECQL5,YEATS4,MORF4L2,ZMYND8,NSMCE1,MRGBP,RPA2,SFR1,FANCM,AP5Z1,EP400,POLL,WRAP53,SFPQ,RPA1,SETD2,GINS4,KAT5,CHEK1,KMT5A,RTEL1,ANKLE1,FIGNL1,HELLS,SENP3,VPS72,FBH1,MCM8,ARID2,FANCB,RAD51,PARPBP,RAD21,SMC6,SIRT6,PSMD14,MCM9,RUVBL1,RPA3,USP51,SPIDR,POLN,RAD54L,NIPBL,FAN1,PDS5B,INO80,MAGEF1,C1QBP,CDC7,RUVBL2,SLF1,MRE11,GEN1,HTATSF1,GINS2,BRD9	GOBP_RECOMBINATIONAL_REPAIR	other	.	False	interpretable_FDR025
GO_BP	GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	Any process that activates or increases the frequency, rate or extent of activation. [GOC:ai]	370	-0.3271116505307281	-0.2213419536399659	-0.2886804144180025	-0.2566923412180606	0.9999993120828856	6.879358818626764e-07	6.879358818626764e-07	8.061648624897736e-05	down_in_late	WNT5A,IL4I1,SLAMF1,ZMIZ1,MDK,PNP,DPP4,IL10,IGFBP2,EFNB3,PLA2G4A,SOCS1,SMARCD3,IL1RL1,HLX,IGF2,GP5,NECTIN2,MYD88,IL23A,LILRB2,FLOT2,DDRGK1,THBS1,RIF1,ATAD5,DNAJA3,ICOSLG,CDKN1A,LILRA2,ADAM8,IL1B,VSIR,EPHB2,IL2RA,TNF,CRLF2,ACTA2,GAS6,NLRP3,HAVCR1,LGALS1,CD160,CEBPA,IL1RL2,HSPH1,MSH2,FLNA,SRC,ZP3,SMARCC1,RIPK2,NCK2,EGR3,TICAM1,IHH,TP53BP1,MMP14,EBI3,XCL1,MLH1,MAP3K8,SHLD2,CD81,PDPK1,LILRA5,TNFSF13,VAV3,EFNB1,ITPKB,GLI3,RAG1,FLT3LG,TCF3,PTPRJ,STAT6,BCL6,SPTA1,SPI1,TOX,TBX21,TNFSF13B,TFRC,PRKCQ,THY1,PRKDC,CD6,EPO,CLEC4D,HMCES,IL4R,CD55,TNFSF14,NCK1,EXOSC3,ARID1A,ACTB,PAXIP1,MTOR,BRD7,PYCARD,FOXO3,FOXP3,MIR145,LGALS8,SIRPB1,CYRIB,SMARCC2,PCID2,FCHO1,DDR2,NOD2,TRAF6,PBRM1,LBP,TAFA3,VNN1,BTK,SELP,ZBTB7B,NR4A3,SHH,BRD4,KMT5B,CD24,CD209,AKT1,EP300,CCL2,TLR6,AMBRA1,BRD2,TNFRSF4,CAV1,XBP1,SOX15,IL5,HES1,ZBTB1,EFNB2,PCK1,DUSP10,CLEC7A,KAT5,ARID1B,TYROBP,SHB,HSPD1,ARID2,HAVCR2,IL6,LGALS9,ADA,ABL2,CHRNB2,AGER,SMARCD1,NR5A2,TGFB1,IRGM,OPA1,SOCS5,PMS2,CD276,KLHL22,IL33,SOX13,TREM2,TNFSF11,CD4,TIRAP,RHOA,PTPN11,TNFSF4,IL16,IL12A,DOCK8,NCKAP1L,IGF1,LCK,STAP1,ACTL6B,IL18,VAV1,VTCN1,ZAP70,PIK3CD,LEF1,DHPS,ICOS,CD86,HLA-DQB2,GPR65,CR1,AP3D1,ZBTB16,CCL3,CD40LG,CCL21,CD200,RHOH,SMARCD2,CD40,HLA-DRB5,IL7,HLA-G,LEP,AXL,SIRPG,FBXO38,GP1BA,NSD2,HLA-DQA2,AIF1,CD27,TNIP2,SOX12,TTBK1,MEF2C,BLOC1S6,SPHK2,MPL,RARA,CD70,CD1D,GLI2,STAT5A,AP3B1,SMARCA4,SIRPA,CD5,SHLD1,AKIRIN2,ZNF335,IL21,ANXA1,JAK2,SMARCE1,CD46,CBFB,PELI1,TNFSF9	GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION	other	.	False	interpretable_FDR025
KEGG	KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	Pathway Definition from KEGG: CD74 -> MHCII	13	-0.7626440473613454	-1.2385329198775648	-1.08808322544628	-1.3818420856153586	0.9999989538635394	1.0462870763222312e-06	1.0462870763222312e-06	8.474925318210073e-05	down_in_late	HLA-DRB5,HLA-DQA2	KEGG_MEDICUS_REFERENCE_ANTIGEN_PROCESSING_AND_PRESENTATION_BY_MHC_CLASS_II_MOLECULES	immune_antigen_T_NK	.	False	interpretable_FDR025
REACTOME	REACTOME_DOWNSTREAM_TCR_SIGNALING	Downstream TCR signaling	83	-0.4246887806823173	-0.4261421126111829	-0.506837271717858	-0.4832288070021717	0.9999957832945248	4.216931891900743e-06	4.216931891900743e-06	8.482057291137495e-05	down_in_late	PSMD11,CUL1,PSMC4,PSMD8,FBXW11,SKP1,UBE2D2,PSMA1,RIPK2,PDPK1,PIK3CA,PRKCQ,PSMD3,CHUK,PSMA3,TRAF6,NFKBIA,PIK3R2,BTRC,PSMA2,PSMD1,UBE2V1,CDC34,IKBKB,IKBKG,RELA,PSMD14,PSMB3,PSMB6,UBE2D1,CD4,TRAV19,PSMB5,LCK,HLA-DQB2,HLA-DRB5,PSMD6,HLA-DQA2,PSMA4,CD247,MAP3K7,PSMB4,PSMA7,NFKB1,PSMD2	REACTOME_DOWNSTREAM_TCR_SIGNALING	other	.	False	interpretable_FDR025
GO_BP	GOBP_PROTEIN_TARGETING	The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif. [GOC:ma]	295	-0.3589084764405847	-0.2469501834445134	-0.199178299509788	-0.285018480729138	0.999999121683137	8.783434765493412e-07	8.783434765493412e-07	0.00010059029041663932	down_in_late	RN7SL3,ERBB2,SNAP25-AS1,ANK3,RN7SL1,HAP1,MTCL1,PDZK1,KCNB1,HRAS,MIEF2,HSPA1L,GOLGA7B,CHMP4A,TCAF1,GSK3A,PRKN,TRAM2,LEPROT,HUWE1,ATG14,SREBF1,PMPCA,STOM,TOMM34,SLC51B,MICALL2,STXBP4,PEX16,TIMM10,ARL6,ITGB1BP1,SAE1,HOMER3,HERPUD1,VPS37D,SGTA,NAGPA,SEC63,CACNG2,RTP4,NPEPPS,MON1A,RABGEF1,IGF2R,CSNK2A2,PEX5,IMMP2L,ZDHHC9,HSPA8,ABLIM3,IMMP1L,CHML,TIMM17A,RASSF9,VPS11,BCAP31,RAB3IP,SMURF1,VPS41,PEX19,SRP14,GCC2,ZDHHC15,NCF1,YWHAZ,MYO1C,ZFYVE16,ZDHHC11B,TOMM20L,SRP19,ZFAND2B,AP1M2,TRAM1L1,SSR4,SLC1A1,PRNP,TIMM13,FIS1,PEX7,CDK5R1,RAB7A,OS9,VPS13D,BAG3,TIMM9,AKT2,MON2,TAOK2,MFF,GDI1,CLU,TIMM8B,USP17L2,NACAD,AP3M1,UBE2J2,PARD3,UQCRC1,ZDHHC3,LTBP2,DMTN,TIMM44,GDAP1,VPS53,C2CD5,CDKN2A,CDK5,CHMP4B,PMPCB,ITGAM,YIF1B,UBE2D3,INPP5K,SQSTM1,TOMM7,CWH43,KCNE1,SRP54,GABARAP,MFN2,LONP2,SRP68,ADORA1,GET1,SEC61A1,KIF13B,KCNQ3,ZDHHC11,SREBF2,VPS13A,SPCS2,ZFAND2A,GOLGA7,ERBIN,SRPRA,PITRM1,AP4S1,SEC61A2,SSR2,IRGM,TIMM17B,NEDD4,USP36,SYNJ2BP,ANKRD13C,GGA3,ITGB2,ARIH2,BAG4,SIL1,PEX12,LYSET,VPS4A,CIB1,UBL4A,ATP5IF1,SPCS1,AP4M1,MICALL1,GIPC1,AP3D1,SGTB,SDCBP,SRP72,GJD2-DT,VPS37C,ZDHHC18,YWHAQ,TOMM5,TRAM1,SRP9,HGS,BLOC1S6,AP4E1,AP1S3,AP3B1,GNPTAB,SORT1,BNIP3L,PEX6,ZDHHC19,PIKFYVE,RHOU,PEX1,VPS37B,HPS4,PARL,CHM,ATG13,LMAN1,TSPO,ZDHHC7,AIP,VPS51,MIPEP,GLP1R,RHOD,GOLPH3	GOBP_PROTEIN_TARGETING	other	.	False	interpretable_FDR025
REACTOME	REACTOME_CHROMOSOME_MAINTENANCE	Chromosome Maintenance	135	-0.3625911268418901	-0.3110682550878433	-0.285565038764221	-0.3559416744216477	0.9999948349144796	5.165300852907419e-06	5.165300852907419e-06	0.0001024330084632908	down_in_late	CENPU,CENPX,CENPO,CENPK,CENPW,H2BC26,H3-4,TINF2,CENPS,H2BC4,H2AX,FEN1,MIS18BP1,H2AC19,H2BC14,NOP10,H4C12,TERF1,POLR2A,POLR2B,POLR2C,CDK2,CENPP,H2BC13,RFC1,POLD4,POLR2G,CCNA2,POLR2K,H3-3B,PRIM2,CENPH,H2AJ,POLR2I,RPA2,POLR2L,MIS18A,HJURP,WRAP53,RPA1,CHTF8,H2AC7,RTEL1,CENPL,DNA2,CTC1,POLR2D,RFC3,H2AC18,ATRX,ITGB3BP,H4C16,STN1,RUVBL1,CENPQ,RPA3,H2BC8,H2BC17,POLD1,NHP2,RBBP7,TEN1,H4C3,PCNA,POLA1,H2BC6,ANKRD28,POLR2H,GAR1,H4C14,POLA2,H4C8,H4C9,H3-3A,H2BC11,RUVBL2,H4C15,CENPA,H4C13,H2BC9,H2AC14,H2AC20	REACTOME_CHROMOSOME_MAINTENANCE	other	.	False	interpretable_FDR025
